ts_code,trade_date,pb
801890.SI,20240506,2.19
801890.SI,20240507,2.2
801890.SI,20240508,2.16
801890.SI,20240509,2.21
801890.SI,20240510,2.19
801890.SI,20240513,2.16
801890.SI,20240514,2.16
801890.SI,20240515,2.14
801890.SI,20240516,2.14
801890.SI,20240517,2.16
801890.SI,20240520,2.15
801890.SI,20240521,2.14
801890.SI,20240522,2.14
801890.SI,20240523,2.1
801890.SI,20240524,2.09
801890.SI,20240527,2.11
801890.SI,20240528,2.08
801890.SI,20240529,2.08
801890.SI,20240530,2.07
801890.SI,20240531,2.08
801890.SI,20240603,2.06
801890.SI,20240604,2.05
801890.SI,20240605,2.01
801890.SI,20240606,1.98
801890.SI,20240607,1.99
801890.SI,20240611,1.99
801890.SI,20240612,2.02
801890.SI,20240613,2.01
801890.SI,20240614,2.0
801890.SI,20240617,2.0
801890.SI,20240618,2.03
801890.SI,20240619,2.01
801890.SI,20240620,1.97
801890.SI,20240621,1.97
801890.SI,20240624,1.92
801890.SI,20240625,1.92
801890.SI,20240626,1.96
801890.SI,20240627,1.91
801890.SI,20240628,1.94
801890.SI,20240701,1.95
801890.SI,20240702,1.92
801890.SI,20240703,1.89
801890.SI,20240704,1.86
801890.SI,20240705,1.87
801890.SI,20240708,1.83
801890.SI,20240709,1.86
801890.SI,20240710,1.86
801890.SI,20240711,1.91
801890.SI,20240712,1.89
801890.SI,20240715,1.87
801890.SI,20240716,1.86
801890.SI,20240717,1.84
801890.SI,20240718,1.86
801890.SI,20240719,1.87
801890.SI,20240722,1.87
801890.SI,20240723,1.83
801890.SI,20240724,1.81
801890.SI,20240725,1.8
801890.SI,20240726,1.83
801890.SI,20240729,1.82
801890.SI,20240730,1.82
801890.SI,20240731,1.9
801890.SI,20240801,1.9
801890.SI,20240802,1.87
801890.SI,20240805,1.82
801890.SI,20240806,1.85
801890.SI,20240807,1.85
801890.SI,20240808,1.84
801890.SI,20240809,1.83
801890.SI,20240812,1.82
801890.SI,20240813,1.82
801890.SI,20240814,1.8
801890.SI,20240815,1.82
801890.SI,20240816,1.81
801890.SI,20240819,1.82
801890.SI,20240820,1.8
801890.SI,20240821,1.79
801890.SI,20240822,1.77
801890.SI,20240823,1.77
801890.SI,20240826,1.78
801890.SI,20240827,1.75
801890.SI,20240828,1.76
801890.SI,20240829,1.79
801890.SI,20240830,1.82
801890.SI,20240902,1.79
801890.SI,20240903,1.81
801890.SI,20240904,1.8
801890.SI,20240905,1.8
801890.SI,20240906,1.77
801890.SI,20240909,1.75
801890.SI,20240910,1.77
801890.SI,20240911,1.77
801890.SI,20240912,1.77
801890.SI,20240913,1.75
801890.SI,20240918,1.76
801890.SI,20240919,1.79
801890.SI,20240920,1.78
801890.SI,20240923,1.78
801890.SI,20240924,1.85
801890.SI,20240925,1.86
801890.SI,20240926,1.93
801890.SI,20240927,2.01
801890.SI,20240930,2.22
801890.SI,20241008,2.41
801890.SI,20241009,2.2
801890.SI,20241010,2.21
801890.SI,20241011,2.11
801890.SI,20241014,2.17
801890.SI,20241015,2.12
801890.SI,20241016,2.12
801890.SI,20241017,2.1
801890.SI,20241018,2.19
801890.SI,20241021,2.21
801890.SI,20241022,2.23
801890.SI,20241023,2.23
801890.SI,20241024,2.22
801890.SI,20241025,2.26
801890.SI,20241028,2.3
801890.SI,20241029,2.27
801890.SI,20241030,2.27
801890.SI,20241031,2.3
801890.SI,20241101,2.23
801890.SI,20241104,2.29
801890.SI,20241105,2.35
801890.SI,20241106,2.37
801890.SI,20241107,2.4
801890.SI,20241108,2.41
801890.SI,20241111,2.47
801890.SI,20241112,2.42
801890.SI,20241113,2.42
801890.SI,20241114,2.35
801890.SI,20241115,2.29
801890.SI,20241118,2.25
801890.SI,20241119,2.32
801890.SI,20241120,2.37
801890.SI,20241121,2.37
801890.SI,20241122,2.29
801890.SI,20241125,2.31
801890.SI,20241126,2.27
801890.SI,20241127,2.32
801890.SI,20241128,2.31
801890.SI,20241129,2.37
801890.SI,20241202,2.42
801890.SI,20241203,2.43
801890.SI,20241204,2.44
801890.SI,20241205,2.47
801890.SI,20241206,2.49
801890.SI,20241209,2.49
801890.SI,20241210,2.52
801890.SI,20241211,2.52
801890.SI,20241212,2.52
801890.SI,20241213,2.47
801890.SI,20241216,2.44
801890.SI,20241217,2.38
801890.SI,20241218,2.38
801890.SI,20241219,2.4
801890.SI,20241220,2.41
801890.SI,20241223,2.35
801890.SI,20241224,2.38
801890.SI,20241225,2.35
801890.SI,20241226,2.38
801890.SI,20241227,2.38
801890.SI,20241230,2.38
801890.SI,20241231,2.33
801890.SI,20250102,2.27
801890.SI,20250103,2.2
801890.SI,20250106,2.18
801890.SI,20250107,2.23
801890.SI,20250108,2.25
801890.SI,20250109,2.25
801890.SI,20250110,2.23
801890.SI,20250113,2.22
801890.SI,20250114,2.34
801890.SI,20250115,2.33
801890.SI,20250116,2.35
801890.SI,20250117,2.35
801890.SI,20250120,2.37
801890.SI,20250121,2.39
801890.SI,20250122,2.37
801890.SI,20250123,2.37
801890.SI,20250124,2.41
801890.SI,20250127,2.35
801890.SI,20250205,2.37
801890.SI,20250206,2.45
801890.SI,20250207,2.48
801890.SI,20250210,2.49
801890.SI,20250211,2.5
801890.SI,20250212,2.52
801890.SI,20250213,2.47
801890.SI,20250214,2.48
801890.SI,20250217,2.52
801890.SI,20250218,2.48
801890.SI,20250219,2.59
801890.SI,20250220,2.62
801890.SI,20250221,2.66
801890.SI,20250224,2.67
801890.SI,20250225,2.68
801890.SI,20250226,2.73
801890.SI,20250227,2.72
801890.SI,20250228,2.6
801890.SI,20250303,2.59
801890.SI,20250304,2.64
801890.SI,20250305,2.69
801890.SI,20250306,2.73
801890.SI,20250307,2.74
801890.SI,20250310,2.77
801890.SI,20250311,2.77
801890.SI,20250312,2.75
801890.SI,20250313,2.68
801890.SI,20250314,2.73
801890.SI,20250317,2.73
801890.SI,20250318,2.75
801890.SI,20250319,2.75
801890.SI,20250320,2.76
801890.SI,20250321,2.7
801890.SI,20250324,2.68
801890.SI,20250325,2.65
801890.SI,20250326,2.67
801890.SI,20250327,2.64
801890.SI,20250328,2.61
801890.SI,20250331,2.57
801890.SI,20250401,2.57
801890.SI,20250402,2.58
801890.SI,20250403,2.53
801890.SI,20250407,2.23
801890.SI,20250408,2.21
801890.SI,20250409,2.27
801890.SI,20250410,2.33
801890.SI,20250411,2.36
801890.SI,20250414,2.38
801890.SI,20250415,2.38
801890.SI,20250416,2.34
801890.SI,20250417,2.34
801890.SI,20250418,2.34
801890.SI,20250421,2.38
801890.SI,20250422,2.36
801890.SI,20250423,2.42
801890.SI,20250424,2.39
801890.SI,20250425,2.4
801890.SI,20250428,2.37
801890.SI,20250429,2.38
801890.SI,20250430,2.4
801890.SI,20250506,2.47
801890.SI,20250507,2.49
801890.SI,20250508,2.51
801890.SI,20250509,2.48
801890.SI,20250512,2.54
801890.SI,20250513,2.52
801890.SI,20250514,2.51
801890.SI,20250515,2.47
801890.SI,20250516,2.49
801890.SI,20250519,2.49
801890.SI,20250520,2.5
801890.SI,20250521,2.48
801890.SI,20250522,2.45
801890.SI,20250523,2.43
801890.SI,20250526,2.45
801890.SI,20250527,2.43
801890.SI,20250528,2.43
801890.SI,20250529,2.46
801890.SI,20250530,2.42
801890.SI,20250603,2.42
801890.SI,20250604,2.43
801890.SI,20250605,2.45
801890.SI,20250606,2.44
801890.SI,20250609,2.46
801890.SI,20250610,2.43
801890.SI,20250611,2.44
801890.SI,20250612,2.44
801890.SI,20250613,2.42
801890.SI,20250616,2.42
801890.SI,20250617,2.42
801890.SI,20250618,2.42
801890.SI,20250619,2.39
801890.SI,20250620,2.36
801890.SI,20250623,2.38
801890.SI,20250624,2.44
801890.SI,20250625,2.46
801890.SI,20250626,2.45
801890.SI,20250627,2.46
801890.SI,20250630,2.49
801890.SI,20250701,2.49
801890.SI,20250702,2.48
801890.SI,20250703,2.49
801890.SI,20250704,2.47
801890.SI,20250707,2.47
801890.SI,20250708,2.5
801890.SI,20250709,2.5
801890.SI,20250710,2.5
801890.SI,20250711,2.51
801890.SI,20250714,2.55
801890.SI,20250715,2.54
801890.SI,20250716,2.56
801890.SI,20250717,2.59
801890.SI,20250718,2.59
801890.SI,20250721,2.64
801890.SI,20250722,2.67
801890.SI,20250723,2.64
801890.SI,20250724,2.67
801890.SI,20250725,2.65
801890.SI,20250728,2.67
801890.SI,20250729,2.67
801890.SI,20250730,2.65
801890.SI,20250731,2.63
801890.SI,20250801,2.63
801890.SI,20250804,2.68
801890.SI,20250805,2.71
801890.SI,20250806,2.76
801890.SI,20250807,2.76
801890.SI,20250808,2.77
801890.SI,20250811,2.81
801890.SI,20250812,2.81
801890.SI,20250813,2.85
801890.SI,20250814,2.81
801890.SI,20250815,2.86
801890.SI,20250818,2.9
801890.SI,20250819,2.9
801890.SI,20250820,2.93
801890.SI,20250821,2.9
801890.SI,20250822,2.94
801890.SI,20250825,2.99
801890.SI,20250826,2.99
801890.SI,20250827,2.92
801890.SI,20250828,2.96
801890.SI,20250829,2.96
801890.SI,20250901,2.99
801890.SI,20250902,2.96
801890.SI,20250903,2.91
801890.SI,20250904,2.83
801890.SI,20250905,2.92
801890.SI,20250908,2.99
801890.SI,20250909,2.96
801890.SI,20250910,2.96
801890.SI,20250911,3.03
801890.SI,20250912,3.02
801890.SI,20250915,3.02
801890.SI,20250916,3.08
801890.SI,20250917,3.12
801890.SI,20250918,3.11
801890.SI,20250919,3.09
801890.SI,20250922,3.11
801890.SI,20250923,3.09
801890.SI,20250924,3.15
801890.SI,20250925,3.14
801890.SI,20250926,3.07
801890.SI,20250929,3.12
801890.SI,20250930,3.12
801890.SI,20251009,3.16
801890.SI,20251010,3.11
801890.SI,20251013,3.09
801890.SI,20251014,3.03
801890.SI,20251015,3.09
801890.SI,20251016,3.05
801890.SI,20251017,2.93
801890.SI,20251020,2.97
801890.SI,20251021,3.04
801890.SI,20251022,3.04
801890.SI,20251023,3.03
801890.SI,20251024,3.05
801890.SI,20251027,3.08
801890.SI,20251028,3.05
801890.SI,20251029,3.08
801890.SI,20251030,3.04
801890.SI,20251031,3.02
801890.SI,20251103,3.02
801890.SI,20251104,2.98
801890.SI,20251105,2.99
801890.SI,20251106,3.04
801890.SI,20251107,3.02
801890.SI,20251110,3.0
801890.SI,20251111,2.99
801890.SI,20251112,2.95
801890.SI,20251113,2.98
801890.SI,20251114,2.95
801890.SI,20251117,2.96
801890.SI,20251118,2.94
801890.SI,20251119,2.91
801890.SI,20251120,2.89
801890.SI,20251121,2.81
801890.SI,20251124,2.85
801890.SI,20251125,2.88
801890.SI,20251126,2.88
801890.SI,20251127,2.88
801890.SI,20251128,2.92
801890.SI,20251201,2.94
801890.SI,20251202,2.92
801890.SI,20251203,2.91
801890.SI,20251204,2.94
801890.SI,20251205,3.01
801890.SI,20251208,3.05
801890.SI,20251209,3.03
801890.SI,20251210,3.05
801890.SI,20251211,3.01
801890.SI,20251212,3.05
801890.SI,20251215,3.01
801890.SI,20251216,2.94
801890.SI,20251217,2.98
801890.SI,20251218,2.97
801890.SI,20251219,3.0
801890.SI,20251222,3.03
801890.SI,20251223,3.03
801890.SI,20251224,3.08
801890.SI,20251225,3.12
801890.SI,20251226,3.14
801890.SI,20251229,3.14
801890.SI,20251230,3.18
801890.SI,20251231,3.18
801950.SI,20221010,1.65
801950.SI,20221011,1.64
801950.SI,20221012,1.65
801950.SI,20221013,1.58
801950.SI,20221014,1.6
801950.SI,20221017,1.58
801950.SI,20221018,1.58
801950.SI,20221019,1.58
801950.SI,20221020,1.55
801950.SI,20221021,1.55
801950.SI,20221024,1.52
801950.SI,20221025,1.5
801950.SI,20221026,1.47
801950.SI,20221027,1.48
801950.SI,20221028,1.46
801950.SI,20221031,1.36
801950.SI,20221101,1.37
801950.SI,20221102,1.39
801950.SI,20221103,1.39
801950.SI,20221104,1.44
801950.SI,20221107,1.46
801950.SI,20221108,1.46
801950.SI,20221109,1.44
801950.SI,20221110,1.43
801950.SI,20221111,1.46
801950.SI,20221114,1.42
801950.SI,20221115,1.43
801950.SI,20221116,1.44
801950.SI,20221117,1.39
801950.SI,20221118,1.38
801950.SI,20221121,1.37
801950.SI,20221122,1.38
801950.SI,20221123,1.4
801950.SI,20221124,1.41
801950.SI,20221125,1.44
801950.SI,20221128,1.42
801950.SI,20221129,1.45
801950.SI,20221130,1.46
801950.SI,20221201,1.45
801950.SI,20221202,1.43
801950.SI,20221205,1.45
801950.SI,20221206,1.45
801950.SI,20221207,1.42
801950.SI,20221208,1.42
801950.SI,20221209,1.43
801950.SI,20221212,1.39
801950.SI,20221213,1.4
801950.SI,20221214,1.4
801950.SI,20221215,1.38
801950.SI,20221216,1.39
801950.SI,20221219,1.35
801950.SI,20221220,1.35
801950.SI,20221221,1.34
801950.SI,20221222,1.31
801950.SI,20221223,1.31
801950.SI,20221226,1.32
801950.SI,20221227,1.34
801950.SI,20221228,1.33
801950.SI,20221229,1.3
801950.SI,20221230,1.3
801950.SI,20230103,1.32
801950.SI,20230104,1.29
801950.SI,20230105,1.29
801950.SI,20230106,1.3
801950.SI,20230109,1.31
801950.SI,20230110,1.3
801950.SI,20230111,1.36
801950.SI,20230112,1.35
801950.SI,20230113,1.35
801950.SI,20230116,1.35
801950.SI,20230117,1.34
801950.SI,20230118,1.35
801950.SI,20230119,1.36
801950.SI,20230120,1.4
801950.SI,20230130,1.37
801950.SI,20230131,1.38
801950.SI,20230201,1.39
801950.SI,20230202,1.4
801950.SI,20230203,1.38
801950.SI,20230206,1.38
801950.SI,20230207,1.38
801950.SI,20230208,1.37
801950.SI,20230209,1.39
801950.SI,20230210,1.37
801950.SI,20230213,1.36
801950.SI,20230214,1.37
801950.SI,20230215,1.36
801950.SI,20230216,1.34
801950.SI,20230217,1.36
801950.SI,20230220,1.4
801950.SI,20230221,1.43
801950.SI,20230222,1.44
801950.SI,20230223,1.45
801950.SI,20230224,1.44
801950.SI,20230227,1.45
801950.SI,20230228,1.44
801950.SI,20230301,1.44
801950.SI,20230302,1.44
801950.SI,20230303,1.44
801950.SI,20230306,1.41
801950.SI,20230307,1.42
801950.SI,20230308,1.41
801950.SI,20230309,1.41
801950.SI,20230310,1.38
801950.SI,20230313,1.4
801950.SI,20230314,1.38
801950.SI,20230315,1.38
801950.SI,20230316,1.34
801950.SI,20230317,1.35
801950.SI,20230320,1.34
801950.SI,20230321,1.34
801950.SI,20230322,1.35
801950.SI,20230323,1.37
801950.SI,20230324,1.35
801950.SI,20230327,1.35
801950.SI,20230328,1.34
801950.SI,20230329,1.33
801950.SI,20230330,1.37
801950.SI,20230331,1.37
801950.SI,20230403,1.37
801950.SI,20230404,1.37
801950.SI,20230406,1.36
801950.SI,20230407,1.35
801950.SI,20230410,1.33
801950.SI,20230411,1.33
801950.SI,20230412,1.34
801950.SI,20230413,1.33
801950.SI,20230414,1.34
801950.SI,20230417,1.38
801950.SI,20230418,1.4
801950.SI,20230419,1.4
801950.SI,20230420,1.39
801950.SI,20230421,1.36
801950.SI,20230424,1.35
801950.SI,20230425,1.32
801950.SI,20230426,1.32
801950.SI,20230427,1.3
801950.SI,20230428,1.28
801950.SI,20230504,1.26
801950.SI,20230505,1.26
801950.SI,20230508,1.29
801950.SI,20230509,1.29
801950.SI,20230510,1.28
801950.SI,20230511,1.28
801950.SI,20230512,1.27
801950.SI,20230515,1.29
801950.SI,20230516,1.29
801950.SI,20230517,1.28
801950.SI,20230518,1.28
801950.SI,20230519,1.27
801950.SI,20230522,1.27
801950.SI,20230523,1.26
801950.SI,20230524,1.24
801950.SI,20230525,1.22
801950.SI,20230526,1.2
801950.SI,20230529,1.19
801950.SI,20230530,1.19
801950.SI,20230531,1.15
801950.SI,20230601,1.15
801950.SI,20230602,1.16
801950.SI,20230605,1.17
801950.SI,20230606,1.17
801950.SI,20230607,1.17
801950.SI,20230608,1.17
801950.SI,20230609,1.16
801950.SI,20230612,1.17
801950.SI,20230613,1.16
801950.SI,20230614,1.16
801950.SI,20230615,1.17
801950.SI,20230616,1.17
801950.SI,20230619,1.16
801950.SI,20230620,1.15
801950.SI,20230621,1.13
801950.SI,20230626,1.13
801950.SI,20230627,1.14
801950.SI,20230628,1.17
801950.SI,20230629,1.16
801950.SI,20230630,1.17
801950.SI,20230703,1.19
801950.SI,20230704,1.19
801950.SI,20230705,1.18
801950.SI,20230706,1.18
801950.SI,20230707,1.19
801950.SI,20230710,1.19
801950.SI,20230711,1.18
801950.SI,20230712,1.16
801950.SI,20230713,1.17
801950.SI,20230714,1.17
801950.SI,20230717,1.14
801950.SI,20230718,1.14
801950.SI,20230719,1.14
801950.SI,20230720,1.14
801950.SI,20230721,1.13
801950.SI,20230724,1.13
801950.SI,20230725,1.15
801950.SI,20230726,1.15
801950.SI,20230727,1.14
801950.SI,20230728,1.16
801950.SI,20230731,1.15
801950.SI,20230801,1.16
801950.SI,20230802,1.14
801950.SI,20230803,1.14
801950.SI,20230804,1.14
801950.SI,20230807,1.13
801950.SI,20230808,1.14
801950.SI,20230809,1.13
801950.SI,20230810,1.16
801950.SI,20230811,1.13
801950.SI,20230814,1.12
801950.SI,20230815,1.12
801950.SI,20230816,1.12
801950.SI,20230817,1.12
801950.SI,20230818,1.12
801950.SI,20230821,1.11
801950.SI,20230822,1.12
801950.SI,20230823,1.14
801950.SI,20230824,1.12
801950.SI,20230825,1.12
801950.SI,20230828,1.19
801950.SI,20230829,1.19
801950.SI,20230830,1.18
801950.SI,20230831,1.19
801950.SI,20230901,1.24
801950.SI,20230904,1.28
801950.SI,20230905,1.29
801950.SI,20230906,1.29
801950.SI,20230907,1.29
801950.SI,20230908,1.27
801950.SI,20230911,1.28
801950.SI,20230912,1.27
801950.SI,20230913,1.29
801950.SI,20230914,1.33
801950.SI,20230915,1.32
801950.SI,20230918,1.33
801950.SI,20230919,1.34
801950.SI,20230920,1.33
801950.SI,20230921,1.32
801950.SI,20230922,1.31
801950.SI,20230925,1.32
801950.SI,20230926,1.3
801950.SI,20230927,1.29
801950.SI,20230928,1.31
801950.SI,20231009,1.32
801950.SI,20231010,1.3
801950.SI,20231011,1.28
801950.SI,20231012,1.28
801950.SI,20231013,1.29
801950.SI,20231016,1.3
801950.SI,20231017,1.31
801950.SI,20231018,1.3
801950.SI,20231019,1.28
801950.SI,20231020,1.28
801950.SI,20231023,1.26
801950.SI,20231024,1.27
801950.SI,20231025,1.28
801950.SI,20231026,1.26
801950.SI,20231027,1.25
801950.SI,20231030,1.24
801950.SI,20231031,1.26
801950.SI,20231101,1.25
801950.SI,20231102,1.25
801950.SI,20231103,1.25
801950.SI,20231106,1.23
801950.SI,20231107,1.24
801950.SI,20231108,1.24
801950.SI,20231109,1.27
801950.SI,20231110,1.29
801950.SI,20231113,1.29
801950.SI,20231114,1.28
801950.SI,20231115,1.29
801950.SI,20231116,1.29
801950.SI,20231117,1.29
801950.SI,20231120,1.28
801950.SI,20231121,1.29
801950.SI,20231122,1.29
801950.SI,20231123,1.3
801950.SI,20231124,1.32
801950.SI,20231127,1.34
801950.SI,20231128,1.34
801950.SI,20231129,1.35
801950.SI,20231130,1.35
801950.SI,20231201,1.36
801950.SI,20231204,1.37
801950.SI,20231205,1.34
801950.SI,20231206,1.34
801950.SI,20231207,1.33
801950.SI,20231208,1.32
801950.SI,20231211,1.36
801950.SI,20231212,1.36
801950.SI,20231213,1.35
801950.SI,20231214,1.36
801950.SI,20231215,1.35
801950.SI,20231218,1.35
801950.SI,20231219,1.34
801950.SI,20231220,1.35
801950.SI,20231221,1.35
801950.SI,20231222,1.36
801950.SI,20231225,1.37
801950.SI,20231226,1.35
801950.SI,20231227,1.36
801950.SI,20231228,1.34
801950.SI,20231229,1.35
801950.SI,20240102,1.41
801950.SI,20240103,1.43
801950.SI,20240104,1.44
801950.SI,20240105,1.44
801950.SI,20240108,1.43
801950.SI,20240109,1.44
801950.SI,20240110,1.43
801950.SI,20240111,1.41
801950.SI,20240112,1.42
801950.SI,20240115,1.43
801950.SI,20240116,1.43
801950.SI,20240117,1.41
801950.SI,20240118,1.4
801950.SI,20240119,1.38
801950.SI,20240122,1.34
801950.SI,20240123,1.37
801950.SI,20240124,1.4
801950.SI,20240125,1.45
801950.SI,20240126,1.46
801950.SI,20240129,1.45
801950.SI,20240130,1.44
801950.SI,20240131,1.45
801950.SI,20240201,1.43
801950.SI,20240202,1.43
801950.SI,20240205,1.43
801950.SI,20240206,1.44
801950.SI,20240207,1.47
801950.SI,20240208,1.47
801950.SI,20240219,1.54
801950.SI,20240220,1.55
801950.SI,20240221,1.54
801950.SI,20240222,1.62
801950.SI,20240223,1.59
801950.SI,20240226,1.56
801950.SI,20240227,1.56
801950.SI,20240228,1.56
801950.SI,20240229,1.56
801950.SI,20240301,1.58
801950.SI,20240304,1.61
801950.SI,20240305,1.61
801950.SI,20240306,1.62
801950.SI,20240307,1.63
801950.SI,20240308,1.62
801950.SI,20240311,1.58
801950.SI,20240312,1.52
801950.SI,20240313,1.52
801950.SI,20240314,1.52
801950.SI,20240315,1.51
801950.SI,20240318,1.49
801950.SI,20240319,1.5
801950.SI,20240320,1.51
801950.SI,20240321,1.5
801950.SI,20240322,1.51
801950.SI,20240325,1.5
801950.SI,20240326,1.46
801950.SI,20240327,1.46
801950.SI,20240328,1.46
801950.SI,20240329,1.48
801950.SI,20240401,1.47
801950.SI,20240402,1.48
801950.SI,20240403,1.52
801950.SI,20240408,1.51
801950.SI,20240409,1.52
801950.SI,20240410,1.54
801950.SI,20240411,1.55
801950.SI,20240412,1.55
801950.SI,20240415,1.58
801950.SI,20240416,1.58
801950.SI,20240417,1.59
801950.SI,20240418,1.59
801950.SI,20240419,1.59
801950.SI,20240422,1.52
801950.SI,20240423,1.49
801950.SI,20240424,1.48
801950.SI,20240425,1.49
801950.SI,20240426,1.46
801950.SI,20240429,1.43
801950.SI,20240430,1.44
801950.SI,20240506,1.44
801950.SI,20240507,1.46
801950.SI,20240508,1.49
801950.SI,20240509,1.49
801950.SI,20240510,1.5
801950.SI,20240513,1.48
801950.SI,20240514,1.46
801950.SI,20240515,1.47
801950.SI,20240516,1.45
801950.SI,20240517,1.47
801950.SI,20240520,1.51
801950.SI,20240521,1.53
801950.SI,20240522,1.54
801950.SI,20240523,1.52
801950.SI,20240524,1.51
801950.SI,20240527,1.54
801950.SI,20240528,1.55
801950.SI,20240529,1.57
801950.SI,20240530,1.54
801950.SI,20240531,1.54
801950.SI,20240603,1.54
801950.SI,20240604,1.51
801950.SI,20240605,1.5
801950.SI,20240606,1.53
801950.SI,20240607,1.54
801950.SI,20240611,1.51
801950.SI,20240612,1.56
801950.SI,20240613,1.55
801950.SI,20240614,1.54
801950.SI,20240617,1.5
801950.SI,20240618,1.5
801950.SI,20240619,1.49
801950.SI,20240620,1.51
801950.SI,20240621,1.5
801950.SI,20240624,1.47
801950.SI,20240625,1.46
801950.SI,20240626,1.46
801950.SI,20240627,1.45
801950.SI,20240628,1.45
801950.SI,20240701,1.5
801950.SI,20240702,1.5
801950.SI,20240703,1.47
801950.SI,20240704,1.46
801950.SI,20240705,1.46
801950.SI,20240708,1.43
801950.SI,20240709,1.44
801950.SI,20240710,1.37
801950.SI,20240711,1.38
801950.SI,20240712,1.35
801950.SI,20240715,1.37
801950.SI,20240716,1.37
801950.SI,20240717,1.35
801950.SI,20240718,1.35
801950.SI,20240719,1.35
801950.SI,20240722,1.33
801950.SI,20240723,1.3
801950.SI,20240724,1.3
801950.SI,20240725,1.29
801950.SI,20240726,1.29
801950.SI,20240729,1.28
801950.SI,20240730,1.26
801950.SI,20240731,1.29
801950.SI,20240801,1.28
801950.SI,20240802,1.27
801950.SI,20240805,1.25
801950.SI,20240806,1.26
801950.SI,20240807,1.27
801950.SI,20240808,1.27
801950.SI,20240809,1.28
801950.SI,20240812,1.29
801950.SI,20240813,1.28
801950.SI,20240814,1.27
801950.SI,20240815,1.3
801950.SI,20240816,1.3
801950.SI,20240819,1.3
801950.SI,20240820,1.25
801950.SI,20240821,1.25
801950.SI,20240822,1.25
801950.SI,20240823,1.26
801950.SI,20240826,1.26
801950.SI,20240827,1.28
801950.SI,20240828,1.28
801950.SI,20240829,1.27
801950.SI,20240830,1.29
801950.SI,20240902,1.33
801950.SI,20240903,1.31
801950.SI,20240904,1.29
801950.SI,20240905,1.27
801950.SI,20240906,1.24
801950.SI,20240909,1.21
801950.SI,20240910,1.22
801950.SI,20240911,1.2
801950.SI,20240912,1.21
801950.SI,20240913,1.21
801950.SI,20240918,1.24
801950.SI,20240919,1.24
801950.SI,20240920,1.25
801950.SI,20240923,1.27
801950.SI,20240924,1.34
801950.SI,20240925,1.35
801950.SI,20240926,1.4
801950.SI,20240927,1.42
801950.SI,20240930,1.5
801950.SI,20241008,1.49
801950.SI,20241009,1.38
801950.SI,20241010,1.45
801950.SI,20241011,1.42
801950.SI,20241014,1.44
801950.SI,20241015,1.4
801950.SI,20241016,1.4
801950.SI,20241017,1.38
801950.SI,20241018,1.41
801950.SI,20241021,1.4
801950.SI,20241022,1.41
801950.SI,20241023,1.41
801950.SI,20241024,1.41
801950.SI,20241025,1.41
801950.SI,20241028,1.41
801950.SI,20241029,1.38
801950.SI,20241030,1.36
801950.SI,20241031,1.35
801950.SI,20241101,1.37
801950.SI,20241104,1.38
801950.SI,20241105,1.4
801950.SI,20241106,1.38
801950.SI,20241107,1.41
801950.SI,20241108,1.4
801950.SI,20241111,1.38
801950.SI,20241112,1.36
801950.SI,20241113,1.37
801950.SI,20241114,1.35
801950.SI,20241115,1.35
801950.SI,20241118,1.39
801950.SI,20241119,1.38
801950.SI,20241120,1.39
801950.SI,20241121,1.39
801950.SI,20241122,1.34
801950.SI,20241125,1.34
801950.SI,20241126,1.34
801950.SI,20241127,1.35
801950.SI,20241128,1.34
801950.SI,20241129,1.34
801950.SI,20241202,1.35
801950.SI,20241203,1.37
801950.SI,20241204,1.4
801950.SI,20241205,1.4
801950.SI,20241206,1.41
801950.SI,20241209,1.42
801950.SI,20241210,1.41
801950.SI,20241211,1.44
801950.SI,20241212,1.43
801950.SI,20241213,1.4
801950.SI,20241216,1.41
801950.SI,20241217,1.4
801950.SI,20241218,1.41
801950.SI,20241219,1.39
801950.SI,20241220,1.36
801950.SI,20241223,1.34
801950.SI,20241224,1.35
801950.SI,20241225,1.36
801950.SI,20241226,1.34
801950.SI,20241227,1.35
801950.SI,20241230,1.36
801950.SI,20241231,1.36
801950.SI,20250102,1.32
801950.SI,20250103,1.32
801950.SI,20250106,1.32
801950.SI,20250107,1.3
801950.SI,20250108,1.29
801950.SI,20250109,1.27
801950.SI,20250110,1.26
801950.SI,20250113,1.25
801950.SI,20250114,1.27
801950.SI,20250115,1.26
801950.SI,20250116,1.28
801950.SI,20250117,1.28
801950.SI,20250120,1.26
801950.SI,20250121,1.24
801950.SI,20250122,1.23
801950.SI,20250123,1.24
801950.SI,20250124,1.25
801950.SI,20250127,1.27
801950.SI,20250205,1.24
801950.SI,20250206,1.24
801950.SI,20250207,1.26
801950.SI,20250210,1.25
801950.SI,20250211,1.25
801950.SI,20250212,1.24
801950.SI,20250213,1.24
801950.SI,20250214,1.24
801950.SI,20250217,1.22
801950.SI,20250218,1.2
801950.SI,20250219,1.19
801950.SI,20250220,1.19
801950.SI,20250221,1.18
801950.SI,20250224,1.19
801950.SI,20250225,1.18
801950.SI,20250226,1.19
801950.SI,20250227,1.18
801950.SI,20250228,1.17
801950.SI,20250303,1.18
801950.SI,20250304,1.16
801950.SI,20250305,1.16
801950.SI,20250306,1.17
801950.SI,20250307,1.18
801950.SI,20250310,1.19
801950.SI,20250311,1.19
801950.SI,20250312,1.18
801950.SI,20250313,1.23
801950.SI,20250314,1.23
801950.SI,20250317,1.23
801950.SI,20250318,1.22
